filename	date	artist	title	score	likes	dislikes	views	duration
20110613_Fucked Up- David Comes to Life ALBUM REVIEW.jpg	20110613	Fucked Up	David Comes to Life	5/10	274	48	30896	522
20110614_Poor Lily- Self-TItled ALBUM REVIEW.jpg	20110614	Poor Lily- Self	TItled	8/10	152	7	15814	341
20110615_WU LYF- Go Tell Fire To The Mountain ALBUM REVIEW.jpg	20110615	WU LYF	Go Tell Fire To The Mountain	5/10	243	159	33745	387
20110616_Blood Ceremony- Living With the Ancients ALBUM REVIEW.jpg	20110616	Blood Ceremony	Living With the Ancients	7/10	289	12	14974	426
20110621_Bon Iver- Bon Iver ALBUM REVIEW.jpg	20110621	Bon Iver	Bon Iver	6/10	1263	936	170681	456
20110623_Iceage- New Brigade ALBUM REVIEW.jpg	20110623	Iceage	New Brigade	8/10	508	25	48710	344
20110624_SBTRKT- SBTRKT ALBUM REVIEW.jpg	20110624	SBTRKT	SBTRKT	8/10	509	9	49405	336
20110626_Cults- Cults ALBUM REVIEW.jpg	20110626	Cults	Cults	4/10	233	61	23554	342
20110628_Shabazz Palaces- Black Up ALBUM REVIEW.jpg	20110628	Shabazz Palaces	Black Up	8/10	1022	24	92057	488
20110701_Samiyam- Sam Baker's Album ALBUM REVIEW.jpg	20110701	Samiyam	Sam Baker's Album	5/10	233	129	33114	347
20110704_Lil B- I'm Gay (I'm Happy) ALBUM REVIEW.jpg	20110704	Lil B	I'm Gay (I'm Happy)		8413	566	585924	1223
20110705_Herman Dune- Strange Moosic ALBUM REVIEW.jpg	20110705	Herman Dune	Strange Moosic	7/10	222	6	15314	343
20110706_Ulcerate- The Destroyers of All ALBUM REVIEW.jpg	20110706	Ulcerate	The Destroyers of All	7/10	376	27	31012	391
20110708_Limp Bizkit- Gold Cobra ALBUM REVIEW.jpg	20110708	Limp Bizkit	Gold Cobra		11674	780	415719	370
20110710_Kendrick Lamar- Section.80 ALBUM REVIEW.jpg	20110710	Kendrick Lamar	Section.80	8/10	6652	137	430547	498
20110712_Washed Out- Within and Without ALBUM REVIEW.jpg	20110712	Washed Out	Within and Without	6/10	476	49	48720	490
20110713_The Horrors- Skying ALBUM REVIEW.jpg	20110713	The Horrors	Skying	7/10	285	41	34762	358
20110717_Zombi- Escape Velocity ALBUM REVIEW.jpg	20110717	Zombi	Escape Velocity	8/10	197	8	16587	352
20110718_Touche Amore- Parting the Sea Between Brightness and Me ALBUM REVIEW.jpg	20110718	Touche Amore	Parting the Sea Between Brightness and Me	7/10	602	24	46043	507
20110719_The Cool Kids- When Fish Ride Bicycles ALBUM REVIEW.jpg	20110719	The Cool Kids	When Fish Ride Bicycles	4/10	288	21	26314	365
20110720_Toxic Holocaust- Conjure and Command ALBUM REVIEW.jpg	20110720	Toxic Holocaust	Conjure and Command	8/10	426	12	26217	367
20110721_Portugal. The Man- In the Mountain In the Cloud ALBUM REVIEW.jpg	20110721	Portugal. The Man	In the Mountain In the Cloud	6/10	371	43	40456	352
20110725_They Might Be Giants- Join Us ALBUM REVIEW.jpg	20110725	They Might Be Giants	Join Us	5/10	472	16	31300	450
20110727_Little Dragon- Ritual Union ALBUM REVIEW.jpg	20110727	Little Dragon	Ritual Union	8/10	687	16	46867	406
20110728_MellowHype- BlackenedWhite ALBUM REVIEW.jpg	20110728	MellowHype	BlackenedWhite	6/10	927	148	90035	541
20110731_Disma- Towards the Megalith ALBUM REVIEW.jpg	20110731	Disma	Towards the Megalith	9/10	680	42	34584	390
20110801_Unknown Mortal Orchestra- Self-Titled ALBUM REVIEW.jpg	20110801	Unknown Mortal Orchestra- Self	Titled	5/10	279	39	26241	339
20110802_Machinedrum- Room(s) ALBUM REVIEW.jpg	20110802	Machinedrum	Room(s)	6/10	199	21	21222	375
20110804_Theophilus London- Timez Are Weird These Days ALBUM REVIEW (Dead End Hip Hop & The Needle Drop).jpg	20110804	Theophilus London	Timez Are Weird These Days		161	8	21573	113
20110808_Beirut- The Rip Tide ALBUM REVIEW.jpg	20110808	Beirut	The Rip Tide	6/10	310	42	37357	439
20110809_Kanye West & Jay-Z- Watch the Throne ALBUM REVIEW.jpg	20110809	Kanye West & Jay-Z	Watch the Throne	5/10	4368	1493	447496	584
20110810_Matana Roberts- Coin Coin Chapter One - Gens de Couleur Libres ALBUM REVIEW.jpg	20110810	Matana Roberts- Coin Coin Chapter One 	Gens de Couleur Libres	8/10	336	8	25606	591
20110811_Cerebral Ballzy- Cerebral Ballzy ALBUM REVIEW.jpg	20110811	Cerebral Ballzy	Cerebral Ballzy	3/10	254	55	34016	282
20110815_Rival Sons- Pressure & Time ALBUM REVIEW.jpg	20110815	Rival Sons	Pressure & Time	7/10	279	5	20818	280
20110818_Chelsea Wolfe- Ἀποκάλυψις (Apocalypse _ Apokalypsis) ALBUM REVIEW.jpg	20110818	Chelsea Wolfe	Ἀποκάλυψις (Apocalypse _ Apokalypsis)	8/10	834	13	55677	416
20110819_The War On Drugs- Slave Ambient ALBUM REVIEW.jpg	20110819	The War On Drugs	Slave Ambient	6/10	437	15	38238	372
20110821_Africa Hitech- 93 Million Miles ALBUM REVIEW.jpg	20110821	Africa Hitech	93 Million Miles	8/10	361	7	23818	509
20110823_Active Child- You Are All I See ALBUM REVIEW.jpg	20110823	Active Child	You Are All I See	6/10	171	5	19948	351
20110824_Danny Brown- XXX ALBUM REVIEW.jpg	20110824	Danny Brown	XXX	8/10	4730	241	913714	456
20110825_Apathy- Honkey Kong ALBUM REVIEW.jpg	20110825	Apathy	Honkey Kong	7/10	269	22	21599	411
20110829_Giles Corey- Giles Corey ALBUM REVIEW.jpg	20110829	Giles Corey	Giles Corey	8/10	1954	42	108697	662
20110830_Red Hot Chili Peppers- I'm With You ALBUM REVIEW.jpg	20110830	Red Hot Chili Peppers	I'm With You	5/10	1757	170	176122	652
20110831_Lil Wayne- Tha Carter IV ALBUM REVIEW.jpg	20110831	Lil Wayne	Tha Carter IV	3/10	4168	678	407439	407
20110901_Hella- Tripper ALBUM REVIEW.jpg	20110901	Hella	Tripper	6/10	485	42	45789	361
20110902_Shlohmo- Bad Vibes ALBUM REVIEW.jpg	20110902	Shlohmo	Bad Vibes	7/10	406	15	47140	343
20110905_The Drums- Portamento ALBUM REVIEW.jpg	20110905	The Drums	Portamento		551	82	47735	296
20110907_Girls- Father, Son, Holy Ghost ALBUM REVIEW.jpg	20110907	Girls	Father, Son, Holy Ghost	7/10	251	9	42918	344
20110908_Thundercat- The Golden Age of Apocalypse ALBUM REVIEW.jpg	20110908	Thundercat	The Golden Age of Apocalypse	8/10	756	21	67282	401
20110909_The Men- Leave Home ALBUM REVIEW.jpg	20110909	The Men	Leave Home	6/10	142	7	21144	260
20110912_Wolves In the Throne Room- Celestial Lineage ALBUM REVIEW.jpg	20110912	Wolves In the Throne Room	Celestial Lineage	6/10	374	37	37976	360
20110913_St. Vincent- Strange Mercy ALBUM REVIEW.jpg	20110913	St. Vincent	Strange Mercy	8/10	911	26	72468	394
20110914_Neon Indian- Era Extraña ALBUM REVIEW.jpg	20110914	Neon Indian	Era Extraña		355	329	51517	308
20110920_Das Racist- Relax ALBUM REVIEW.jpg	20110920	Das Racist	Relax	6/10	512	37	54116	466
20110921_Veronica Falls- Self-Titled ALBUM REVIEW.jpg	20110921	Veronica Falls- Self	Titled	8/10	322	20	24249	352
20110922_Andrew Jackson Jihad- Knife Man ALBUM REVIEW.jpg	20110922	Andrew Jackson Jihad	Knife Man	8/10	2088	145	359104	436
20110925_Opeth- Heritage ALBUM REVIEW.jpg	20110925	Opeth	Heritage	5/10	919	539	87568	443
20110927_Wild Flag- Self-Titled ALBUM REVIEW.jpg	20110927	Wild Flag- Self	Titled	7/10	247	12	28615	335
20110928_Mastodon- The Hunter ALBUM REVIEW.jpg	20110928	Mastodon	The Hunter	5/10	1193	249	112524	550
20110929_BADBADNOTGOOD- BBNG ALBUM REVIEW.jpg	20110929	BADBADNOTGOOD	BBNG	8/10	1176	30	85870	561
20110930_J. Cole- Cole World - The Sideline Story ALBUM REVIEW.jpg	20110930	J. Cole- Cole World 	The Sideline Story	6/10	1652	242	145333	593
20111003_9th Wonder- The Wonder Years ALBUM REVIEW.jpg	20111003	9th Wonder	The Wonder Years		322	16	28948	324
20111005_Wilco- The Whole Love ALBUM REVIEW.jpg	20111005	Wilco	The Whole Love	7/10	486	23	38076	513
20111006_Teenage Cool Kids- Denton After Sunset ALBUM REVIEW.jpg	20111006	Teenage Cool Kids	Denton After Sunset		201	16	17847	317
20111010_La Dispute- Wildlife ALBUM REVIEW.jpg	20111010	La Dispute	Wildlife	8/10	2197	55	119731	383
20111011_James Blake- Enough Thunder ALBUM REVIEW.jpg	20111011	James Blake	Enough Thunder	5/10	255	34	31719	352
20111012_Feist- Metals ALBUM REVIEW.jpg	20111012	Feist	Metals	4/10	260	54	26669	375
20111012_Mr. Muthafuckin' eXquire- Lost In Translation ALBUM REVIEW.jpg	20111012	Mr. Muthafuckin' eXquire	Lost In Translation		303	15	28676	53
20111013_Rustie- Glass Swords ALBUM REVIEW.jpg	20111013	Rustie	Glass Swords	7/10	495	18	38812	320
20111017_Civil Civic- Rules ALBUM REVIEW.jpg	20111017	Civil Civic	Rules	7/10	229	8	18817	346
20111019_Absu- Abzu ALBUM REVIEW.jpg	20111019	Absu	Abzu	8/10	513	28	26763	357
20111019_Björk- Biophilia ALBUM REVIEW.jpg	20111019	Björk	Biophilia		2780	75	210703	758
20111020_Kuedo- Severant ALBUM REVIEW.jpg	20111020	Kuedo	Severant	6/10	180	19	23261	326
20111023_M83- Hurry Up, We're Dreaming ALBUM REVIEW.jpg	20111023	M83	Hurry Up, We're Dreaming	4/10	920	1167	104021	494
20111025_Tom Waits- Bad As Me ALBUM REVIEW.jpg	20111025	Tom Waits	Bad As Me	7/10	660	76	66851	490
20111026_The Field- Looping State of Mind ALBUM REVIEW.jpg	20111026	The Field	Looping State of Mind	7/10	232	7	20349	323
20111027_Justice- Audio, Video, Disco ALBUM REVIEW.jpg	20111027	Justice	Audio, Video, Disco	5/10	815	61	54007	395
20111031_Milo- I Wish My Brother Rob Was Here ALBUM REVIEW.jpg	20111031	Milo	I Wish My Brother Rob Was Here	8/10	708	19	52121	378
20111102_Lou Reed and Metallica- Lulu ALBUM REVIEW.jpg	20111102	Lou Reed and Metallica	Lulu	6/10	4677	350	336769	938
20111103_ASAP Rocky- LiveLoveA$AP ALBUM REVIEW.jpg	20111103	ASAP Rocky	LiveLoveA$AP	8/10	3795	132	338801	488
20111103_The Strange Boys- Live Music ALBUM REVIEW.jpg	20111103	The Strange Boys	Live Music	7/10	164	9	15291	345
20111106_My Brightest Diamond- All Things Will Unwind ALBUM REVIEW.jpg	20111106	My Brightest Diamond	All Things Will Unwind	6/10	202	6	16502	332
20111107_Ghoul- Transmission Zero ALBUM REVIEW.jpg	20111107	Ghoul	Transmission Zero	8/10	343	21	24412	376
20111108_Childish Gambino- Camp ALBUM REVIEW.jpg	20111108	Childish Gambino	Camp	2/10	5310	5230	378110	587
20111108_David Lynch- Crazy Clown Time ALBUM REVIEW.jpg	20111108	David Lynch	Crazy Clown Time	5/10	517	53	50557	334
20111109_Atlas Sound- Parallax ALBUM REVIEW.jpg	20111109	Atlas Sound	Parallax	6/10	211	35	26649	317
20111110_Pianos Become the Teeth- The Lack Long After ALBUM REVIEW.jpg	20111110	Pianos Become the Teeth	The Lack Long After	6/10	385	50	45441	493
20111115_Drake- Take Care ALBUM REVIEW.jpg	20111115	Drake	Take Care	6/10	4088	750	390779	863
20111118_Mac Miller- Blue Slide Park ALBUM REVIEW.jpg	20111118	Mac Miller	Blue Slide Park	5/10	843	180	110746	446
20111118_Wale- Ambition ALBUM REVIEW.jpg	20111118	Wale	Ambition	4/10	481	106	68203	323
20111122_Kate Bush- 50 Words For Snow ALBUM REVIEW.jpg	20111122	Kate Bush	50 Words For Snow	7/10	372	36	40038	593
20111123_Vektor- Outer Isolation ALBUM REVIEW.jpg	20111123	Vektor	Outer Isolation	8/10	702	14	40154	435
20111124_The Log.Os- λόγος ALBUM REVIEW.jpg	20111124	The Log.Os	λόγος	8/10	258	9	27368	398
20111128_The Spits- The Spits ALBUM REVIEW.jpg	20111128	The Spits	The Spits	6/10	181	18	20737	495
20111129_Yelawolf- Radioactive ALBUM REVIEW.jpg	20111129	Yelawolf	Radioactive	5/10	647	92	71669	441
20111130_Red Horse- Self-Titled ALBUM REVIEW.jpg	20111130	Red Horse- Self	Titled	6/10	135	6	14939	538
20111201_Oneohtrix Point Never- Replica ALBUM REVIEW.jpg	20111201	Oneohtrix Point Never	Replica	8/10	1015	44	80144	561
20111202_Comet Gain- Howl of the Lonely Crowd ALBUM REVIEW.jpg	20111202	Comet Gain	Howl of the Lonely Crowd	7/10	125	4	17174	387
20111205_The Black Keys- El Camino ALBUM REVIEW.jpg	20111205	The Black Keys	El Camino	6/10	864	126	115279	360
20111206_Jacaszek- Glimmer ALBUM REVIEW.jpg	20111206	Jacaszek	Glimmer	7/10	198	11	16123	437
20111207_Nujabes- Spiritual State ALBUM REVIEW.jpg	20111207	Nujabes	Spiritual State	6/10	2104	548	139912	548
20111208_Cormorant- Dwellings ALBUM REVIEW.jpg	20111208	Cormorant	Dwellings	8/10	248	19	34737	430
20111209_The Roots- Undun ALBUM REVIEW.jpg	20111209	The Roots	Undun		523	27	50803	82
20111215_Cass McCombs- Humor Risk ALBUM REVIEW.jpg	20111215	Cass McCombs	Humor Risk	6/10	102	5	10810	386
20111227_Godspeed You! Black Emperor- Lift Yr. Skinny Fists Like Antennas to Heaven! ALBUM REVIEW.jpg	20111227	Godspeed You! Black Emperor	Lift Yr. Skinny Fists Like Antennas to Heaven!		6289	100	367771	1074
20111228_Frank Zappa- Hot Rats ALBUM REVIEW.jpg	20111228	Frank Zappa	Hot Rats		3008	73	172389	692
20111229_Wu-Tang Clan- Enter the Wu-Tang - 36 Chambers ALBUM REVIEW.jpg	20111229	Wu-Tang Clan- Enter the Wu-Tang 	36 Chambers		9918	138	502610	695
20111231_Neutral Milk Hotel - In the Aeroplane Over the Sea ALBUM REVIEW.jpg	20111231	Neutral Milk Hotel 	In the Aeroplane Over the Sea		14356	390	826279	741
20120102_The Internet- Purple Naked Ladies ALBUM REVIEW.jpg	20120102	The Internet	Purple Naked Ladies	4/10	475	163	59016	422
20120103_Guided by Voices- Let's Go Eat the Factory ALBUM REVIEW.jpg	20120103	Guided by Voices	Let's Go Eat the Factory	6/10	250	13	27395	442
20120104_The Weeknd- Echoes of Silence ALBUM REVIEW.jpg	20120104	The Weeknd	Echoes of Silence	8/10	3711	589	277784	626
20120106_Alcest- Les voyages de l'âme ALBUM REVIEW.jpg	20120106	Alcest	Les voyages de l'âme		313	180	39840	338
20120110_Charlie Haden & Hank Jones- Come Sunday ALBUM REVIEW.jpg	20120110	Charlie Haden & Hank Jones	Come Sunday	6/10	123	3	16109	432
20120112_The Act of Estimating as Worthless- Amongst These Splintered Minds... ALBUM REVIEW.jpg	20120112	The Act of Estimating as Worthless	Amongst These Splintered Minds...	7/10	161	2	16067	370
20120116_Cloud Nothings- Attack On Memory ALBUM REVIEW.jpg	20120116	Cloud Nothings	Attack On Memory	8/10	760	20	66694	473
20120117_Schoolboy Q- Habits & Contradictions ALBUM REVIEW.jpg	20120117	Schoolboy Q	Habits & Contradictions	5/10	693	678	111281	450
20120119_First  Aid Kit- The Lion's Roar ALBUM REVIEW.jpg	20120119	First  Aid Kit	The Lion's Roar	7/10	333	12	26480	460
20120123_Gonjasufi- MU.ZZ.LE ALBUM REVIEW.jpg	20120123	Gonjasufi	MU.ZZ.LE	6/10	203	12	22954	390
20120124_Chairlift- Something ALBUM REVIEW.jpg	20120124	Chairlift	Something	7/10	259	11	23185	391
20120125_Lamb of God- Resolution ALBUM REVIEW.jpg	20120125	Lamb of God	Resolution	3/10	813	247	62002	477
20120126_Pop. 1280- The Horror ALBUM REVIEW.jpg	20120126	Pop. 1280	The Horror	7/10	239	4	16552	415
20120127_Heems- Nehru Jackets ALBUM REVIEW.jpg	20120127	Heems	Nehru Jackets	8/10	557	21	44770	453
20120130_Lana Del Rey- Born to Die ALBUM REVIEW.jpg	20120130	Lana Del Rey	Born to Die	3/10	4503	1863	396851	780
20120131_The Maccabees- Given to the Wild ALBUM REVIEW.jpg	20120131	The Maccabees	Given to the Wild	5/10	157	57	24819	302
20120202_John Talabot- fin ALBUM REVIEW.jpg	20120202	John Talabot	fin	8/10	302	6	29208	518
20120203_Loma Prieta- I.V. ALBUM REVIEW.jpg	20120203	Loma Prieta	I.V.	8/10	408	10	35213	505
20120206_of Montreal- Paralytic Stalks ALBUM REVIEW.jpg	20120206	of Montreal	Paralytic Stalks	7/10	372	19	39614	606
20120207_Leonard Cohen- Old Ideas ALBUM REVIEW.jpg	20120207	Leonard Cohen	Old Ideas	5/10	213	29	20778	468
20120209_Sharon Van Etten- Tramp ALBUM REVIEW.jpg	20120209	Sharon Van Etten	Tramp	7/10	186	11	17827	551
20120213_Portico Quartet- Portico Quartet ALBUM REVIEW.jpg	20120213	Portico Quartet	Portico Quartet	8/10	290	5	27113	506
20120214_Earth- Angels of Darkness, Demons of Light II ALBUM REVIEW.jpg	20120214	Earth	Angels of Darkness, Demons of Light II	6/10	252	10	24563	491
20120216_Tennis- Young & Old ALBUM REVIEW.jpg	20120216	Tennis	Young & Old	4/10	184	65	22368	355
20120217_Goatwhore- Blood For the Master ALBUM REVIEW.jpg	20120217	Goatwhore	Blood For the Master	7/10	392	12	34351	392
20120220_Grimes- Visions ALBUM REVIEW.jpg	20120220	Grimes	Visions	5/10	1069	1251	133596	410
20120221_Perfume Genius- Put Your Back N 2 It ALBUM REVIEW.jpg	20120221	Perfume Genius	Put Your Back N 2 It	9/10	561	21	50494	650
20120222_Sleigh Bells- Reign of Terror ALBUM REVIEW.jpg	20120222	Sleigh Bells	Reign of Terror	5/10	300	49	38400	444
20120223_Pallbearer- Sorrow and Extinction ALBUM REVIEW.jpg	20120223	Pallbearer	Sorrow and Extinction	7/10	307	22	34011	412
20120228_Christian Mistress- Possession ALBUM REVIEW.jpg	20120228	Christian Mistress	Possession	8/10	209	9	23327	406
20120229_WZRD- WZRD ALBUM REVIEW.jpg	20120229	WZRD	WZRD	3/10	1018	573	105435	454
20120307_Big K.R.I.T.- 4evaNaDay ALBUM REVIEW.jpg	20120307	Big K.R.I.T.	4evaNaDay	8/10	1005	18	83020	494
20120308_The Magnetic Fields- Love at the Bottom of the Sea ALBUM REVIEW.jpg	20120308	The Magnetic Fields	Love at the Bottom of the Sea	5/10	155	9	21327	519
20120309_The Men- Open Your Heart ALBUM REVIEW.jpg	20120309	The Men	Open Your Heart	7/10	232	13	24416	380
20120321_Soap&Skin- Narrow ALBUM REVIEW.jpg	20120321	Soap&Skin	Narrow	8/10	512	12	35083	379
20120322_OFWGKTA- The OF Tape Vol. 2 ALBUM REVIEW.jpg	20120322	OFWGKTA	The OF Tape Vol. 2	4/10	2478	908	248480	456
20120323_Unsane- Wreck ALBUM REVIEW.jpg	20120323	Unsane	Wreck	7/10	264	10	29589	439
20120326_THEESatisfaction- awE naturalE ALBUM REVIEW.jpg	20120326	THEESatisfaction	awE naturalE	8/10	282	3	24988	471
20120327_The Shins- Port of Morrow ALBUM REVIEW.jpg	20120327	The Shins	Port of Morrow	5/10	362	94	37267	363
20120328_The Mars Volta- Noctourniquet ALBUM REVIEW.jpg	20120328	The Mars Volta	Noctourniquet	7/10	1356	78	110985	621
20120330_Meshuggah- Koloss ALBUM REVIEW.jpg	20120330	Meshuggah	Koloss	6/10	1750	328	152980	548
20120404_High On Fire- De Vermis Mysteriis ALBUM REVIEW.jpg	20120404	High On Fire	De Vermis Mysteriis	8/10	736	14	50369	446
20120405_BADBADNOTGOOD- BBNG2 ALBUM REVIEW.jpg	20120405	BADBADNOTGOOD	BBNG2	9/10	1401	28	91781	628
20120407_Chromatics- Kill For Love ALBUM REVIEW.jpg	20120407	Chromatics	Kill For Love	4/10	254	305	34946	394
20120409_Willis Earl Beal- Acousmatic Sorcery ALBUM REVIEW.jpg	20120409	Willis Earl Beal	Acousmatic Sorcery	4/10	151	18	19422	474
20120410_Kindness- World, You Need a Change of Mind ALBUM REVIEW.jpg	20120410	Kindness	World, You Need a Change of Mind	7/10	214	7	23703	436
20120411_Dr. John- Locked Down ALBUM REVIEW.jpg	20120411	Dr. John	Locked Down	7/10	191	6	21873	451
20120413_Lotus Plaza- Spooky Action at a Distance ALBUM REVIEW.jpg	20120413	Lotus Plaza	Spooky Action at a Distance	6/10	164	32	23490	396
20120414_Black Dice- Mr. Impossible ALBUM REVIEW.jpg	20120414	Black Dice	Mr. Impossible	5/10	216	11	22309	339
20120416_Spiritualized- Sweet Heart Sweet Light ALBUM REVIEW.jpg	20120416	Spiritualized	Sweet Heart Sweet Light	8/10	585	17	51958	548
20120417_Quakers- Self-Titled ALBUM REVIEW.jpg	20120417	Quakers- Self	Titled	5/10	151	9	17435	547
20120419_Moonface- With Siinai - Heartbreaking Bravery ALBUM REVIEW.jpg	20120419	Moonface- With Siinai 	Heartbreaking Bravery	6/10	136	6	16012	586
20120420_Death Grips- The Money Store ALBUM REVIEW.jpg	20120420	Death Grips	The Money Store	10/10	24294	567	1324361	977
20120423_Battles- Dross Glop ALBUM REVIEW.jpg	20120423	Battles	Dross Glop	6/10	371	9	31781	590
20120424_Jack White- Blunderbuss ALBUM REVIEW.jpg	20120424	Jack White	Blunderbuss	6/10	908	81	100486	649
20120425_White Suns- Sinews ALBUM REVIEW.jpg	20120425	White Suns	Sinews	8/10	243	11	23792	488
20120426_Actress- R.I.P. ALBUM REVIEW.jpg	20120426	Actress	R.I.P.		327	91	26396	402
20120430_Torche- Harmonicraft ALBUM REVIEW.jpg	20120430	Torche	Harmonicraft	8/10	435	4	34217	428
20120502_Billy Woods- History Will Absolve me ALBUM REVIEW.jpg	20120502	Billy Woods	History Will Absolve me	8/10	559	6	45775	482
20120504_Dweller On the Threshold- Self-Titled ALBUM REVIEW.jpg	20120504	Dweller On the Threshold- Self	Titled	6/10	164	3	15437	383
20120507_OFF!- Self-Titled ALBUM REVIEW.jpg	20120507	OFF!- Self	Titled	7/10	231	8	20751	391
20120508_Lone- Galaxy Garden ALBUM REVIEW.jpg	20120508	Lone	Galaxy Garden	8/10	456	7	31893	451
20120509_B.o.B.- Strange Clouds ALBUM REVIEW.jpg	20120509	B.o.B.	Strange Clouds	4/10	717	67	59954	386
20120511_mewithoutYou- Ten Stories ALBUM REVIEW.jpg	20120511	mewithoutYou	Ten Stories	6/10	370	73	34244	449
20120514_Beach House- Bloom ALBUM REVIEW.jpg	20120514	Beach House	Bloom	8/10	1989	61	153165	539
20120515_Squarepusher- Ufabulum ALBUM REVIEW.jpg	20120515	Squarepusher	Ufabulum	6/10	351	30	36973	432
20120516_Ab-Soul- Control System ALBUM REVIEW.jpg	20120516	Ab-Soul	Control System	8/10	2459	86	187827	452
20120517_Mac Miller- Macadelic ALBUM REVIEW.jpg	20120517	Mac Miller	Macadelic		467	55	70606	77
20120517_Marilyn Manson- Born Villain ALBUM REVIEW.jpg	20120517	Marilyn Manson	Born Villain	3/10	1495	210	112829	692
20120518_Killer Mike- R.A.P. Music ALBUM REVIEW.jpg	20120518	Killer Mike	R.A.P. Music	8/10	1745	28	129142	517
20120521_Dope Body- Natural History ALBUM REVIEW.jpg	20120521	Dope Body	Natural History	9/10	328	6	31112	523
20120522_Best Coast- The Only Place ALBUM REVIEW.jpg	20120522	Best Coast	The Only Place	3/10	415	40	38162	341
20120523_Mount Eerie- Clear Moon ALBUM REVIEW.jpg	20120523	Mount Eerie	Clear Moon	7/10	571	9	47737	625
20120524_Cerce- Tour Sampler CD-R ALBUM REVIEW.jpg	20120524	Cerce- Tour Sampler CD	R	7/10	187	3	17722	295
20120525_El-P- Cancer For Cure ALBUM REVIEW.jpg	20120525	El-P	Cancer For Cure	6/10	648	389	75447	414
20120529_Sigur Rós- Valtari ALBUM REVIEW.jpg	20120529	Sigur Rós	Valtari	7/10	784	20	57393	382
20120530_Big K.R.I.T.- Live From the Underground ALBUM REVIEW.jpg	20120530	Big K.R.I.T.	Live From the Underground	7/10	636	29	66301	450
20120604_Black Breath- Sentenced to Life ALBUM REVIEW.jpg	20120604	Black Breath	Sentenced to Life	8/10	364	7	29810	341
20120605_Japandroids- Celebration Rock ALBUM REVIEW.jpg	20120605	Japandroids	Celebration Rock	5/10	352	117	41529	338
20120606_Neil Young & Crazy Horse- Americana ALBUM REVIEW.jpg	20120606	Neil Young & Crazy Horse	Americana	7/10	322	10	28531	447
